metrica,valor
os_totais,238815.0
os_com_linha_preventiva,104242.0
os_preventivas_mistas,88904.0
share_os_preventivas_mistas,0.8528616104832984
linhas_mao_obra_preventiva,127684.0
linhas_pecas_em_os_preventiva,524421.0
