flag_refrigerado,observacoes,custo_por_km_mediano,custo_por_km_mediano_positivo,custo_por_km_medio,taxa_ocorrencia,km_mediano,custo_preventivo_total,custo_total
Y,133916,0.0,0.0290103144348226,0.036989744181686185,0.30212222587293525,3403.1640036333947,10980041.52,36817238.94
N,198840,0.0,0.08259837809785875,0.02369431337544487,0.13491249245624623,1247.283800045047,5989450.3,18534944.84
