cod_grupo_manutencao,observacoes,custo_por_km_mediano,custo_por_km_mediano_positivo,custo_por_km_medio,taxa_ocorrencia,km_mediano,custo_preventivo_total,custo_total
C2,112,0.0,0.0610111118842695,0.041598201779429154,0.11607142857142858,3411.4602323574445,5798.79,14699.07
,330555,0.0,0.0515936875290616,0.029038607089450788,0.20267731542405953,1896.364660059207,16847275.49,54964027.43
C4,1696,0.0,0.08862447203534221,0.024398306985468302,0.12028301886792453,2308.490353871688,90099.65,289897.99
