metrica,valor
linhas_mao_obra,738762.0
linhas_mao_obra_preventiva,127673.0
os_com_linha_preventiva,104231.0
share_linhas_preventivas,0.1728202046125816
linhas_peca_garantia,151.0
share_linhas_peca_garantia,0.00020471661661729517
duracao_contrato_meses_mediana,15.211498973305956
