modelo,roc_auc,average_precision,brier_score,precision_threshold_0_5,recall_threshold_0_5,f1_threshold_0_5,share_positivo_teste,share_positivo_predito_0_5
hurdle_sgd_classifier,0.6589639539706593,0.5337167823951303,0.22693657934749542,0.5158568663457244,0.5292799674101232,0.5224822178098374,0.37510744369950144,0.3848681068897675
