"ID_CARRETA","DESCRICAO_CARRETA","CHASSI_VIN","PLACA","COD_MONTADORA","COD_MODELO","ANO_MODELO","DATA_ENTRADA_SERVICO","EIXOS","COMPRIMENTO","FLAG_REFRIGERADO","COD_CLASSE","CLASSE","IDADE_CLASSE_DE","IDADE_CLASSE_ATE","COD_GRUPO_MANUTENCAO","GRUPO_MANUTENCAO","STATUS_EQUIPAMENTO"
19,"53' T/A DRY VAN","2MN121149W2146215","T11367","MOND","MO3F",1998,,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Maintenance Lease"
46,"53' T/A DRY VAN","2MN01JAH0Y1000571","W15879","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
48,"48' T/A DRY VAN","2MN01JAH7Y1005458","B4605L","TMOBILE","",2000,,2,"48","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
54,"53' X 105"" T/A DRY VAN","1UYVS25303U947911","A6192C","UTLTY","",2003,2002-07-02T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
55,"53' T/A DRY VAN","1UYVS253X3P948109","R1856X","UTLTY","",2003,2002-07-18T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
59,"53' T/A DRY VAN","2MN12314XX3009744","B9381A","MOND","",1999,2003-10-14T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
60,"53' T/A DRY VAN","2MN123145X3009795","B9484A","MOND","",1999,2003-11-14T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
61,"53' T/A DRY VAN","1UYVS25364P153415","B4073L","UTLTY","",2004,2004-04-22T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
62,"53' T/A DRY VAN","1UYVS25324G243421","E2379M","UTLTY","",2004,2004-04-22T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
64,"53' T/A INSULATED DRY VAN","1GRAA06295W703374","D5908R","GRTDNE","",2005,2004-09-14T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
71,"53' TRIDEM DRY VAN","2M593161571112794","Z5453M","MANAC","",2007,2006-09-08T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
72,"53' TRIDEM PLATE VAN","1JJV533W37L085098","T1399W","WABASH","",2007,2006-11-07T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
73,"48.5' T/A DRY VAN","2M592148271114036","Y7052E","MANAC","",2007,2006-11-10T00:00:00,2,"48","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
89,"53' T/A DRY VAN","2MN123143W2251411","T42805","MOND","",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
103,"53' T/A DRY VAN","1UYVS25334P204515","B6199A","UTLTY","",2004,2003-09-24T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
106,"53' T/A DRY VAN","1DW1A53253B641224","A3855R","STGHTN","",2003,2003-01-10T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
107,"53' T/A DRY VAN","2DM421A485M002708","E9770M","DI-MOND","",2005,2004-08-31T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
110,"53' T/A DRY VAN","2MN123146X3006406","V43932","MOND","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
127,"53' T/A DRY VAN","2MN01JAH541005260","B1654F","TMOBILE","",2004,2004-01-09T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
128,"53' T/A DRY VAN","2MN01JAH1Y1000661","V78597","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
132,"53' T/A DRY VAN","1UYVS25395P361550","J7707F","UTLTY","",2005,2004-06-02T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
133,"53' T/A DRY VAN","2MN123141X0072040","W10936","MOND","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
144,"53' T/A DRY VAN","1UYVS25383P948108","C4748V","UTLTY","",2003,2002-07-30T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
146,"53' T/A DRY VAN","1UYVS25364P204511","B6059A","UTLTY","",2004,2003-09-23T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
151,"53' T/A DRY VAN","2MN123148X0081009","V62684","MOND","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
152,"53' T/A DRY VAN","1UYVS25363P093425","B4069L","UTLTY","",2003,2004-04-22T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
157,"53' T/A DRY VAN","2MN123147W2251427","Z1437H","MOND","",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
170,"53' T/A DRY VAN","2MN01JAH6Y1000610","V78518","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
174,"53' T/A DRY VAN","1DW1A53253B641319","A3840R","STGHTN","",2003,2003-02-03T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
185,"53' T/A DRY VAN","2MN121144W2146316","T44712","MOND","MO3F",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
187,"53' T/A DRY VAN","2MN121141W2146368","Z4208E","MOND","MO3F",1998,,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Net Lease"
216,"53' T/A DRY VAN","1DW1A532X3B648119","A4436R","STGHTN","",2003,2003-03-19T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
221,"53' T/A DRY VAN","2MN01JAH841005253","J9712C","TMOBILE","",2004,2003-12-16T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
222,"53' T/A DRY VAN","2MN01JAH841005270","B1644F","TMOBILE","",2004,2004-04-29T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
224,"53' T/A DRY VAN","2MN123146X3009725","B1409Y","MOND","",1999,2003-11-21T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
227,"53' T/A DRY VAN","1JJV532W16L951221","H3096Y","WABASH","",2006,2005-05-30T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
230,"53' T/A HEATER VAN","1JJV532W17L086073","H4065L","WABASH","",2007,2007-01-04T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
236,"53' CITY VAN","2MN122144S1001685","A2045K","MOND","",1995,2002-09-20T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
243,"53' T/A DRY VAN","2DM421A425M002001","B2831M","DI-MOND","",2005,2004-06-30T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
248,"53' TRIDEM PLATE VAN","2MN01JAW191001017","P1295E","TMOBILE","",2009,2008-02-26T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
250,"53' T/A DRY VAN","2MN122149V1141719","E9766M","MOND","MO3F",1997,1998-01-02T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
259,"53' T/A DRY VAN","2MN123144W2251403","T42790","MOND","",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
261,"53' T/A DRY VAN","2MN123142X3009706","B9455A","MOND","",1999,2003-11-03T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
268,"53' T/A PLATE VAN","1JJV532W48L116829","Z4077M","WABASH","",2008,2007-10-25T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
269,"53' T/A DRY VAN","1DW1A53273B648112","A4429R","STGHTN","",2003,2003-02-03T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
273,"53' T/A DRY VAN","1UYVS25303P093419","B4055L","UTLTY","",2004,2004-04-20T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
277,"53' T/A DRY VAN","2MN01JAH6Y1000655","Z3256D","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
278,"53' T/A DRY VAN","1UYVS25364P153530","B2171F","UTLTY","",2004,2003-10-31T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
282,"53' T/A PLATE VAN","1JJV532W08L116830","E2651M","WABASH","",2008,2007-11-01T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
286,"53' T/A DRY VAN","1JJV532W96L951211","A1532M","WABASH","",2006,2005-06-24T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
298,"53' T/A DRY VAN","2MN01JAH541005257","P3980D","TMOBILE","",2004,2004-04-29T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
299,"53' T/A DRY VAN","2MN01JAH3Y1000645","Z3540D","TMOBILE","",2000,,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Net Lease"
319,"53' T/A DRY VAN","1UYVS25354P153499","6YG004","UTLTY","",2004,2004-04-23T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
320,"53' T/A DRY VAN","2MN01JAH3Y1001391","L9657M","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
325,"53' T/A PLATE VAN","1JJV532W88L116834","V9377J","WABASH","",2008,2007-10-31T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
333,"53' T/A DRY VAN","2MN01JAHXY1005437","X46990","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
336,"53' T/A PLATE VAN","2MN01JAW691001062","Z7703A","TMOBILE","",2009,2008-03-20T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
338,"53' T/A DRY VAN","1UYVS25333P093480","Z5062R","UTLTY","",2003,2003-10-03T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
348,"53' T/A DRY VAN","1UYVS25323P093423","F4251Z","UTLTY","",2003,2003-10-02T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
356,"53' T/A DRY VAN","1GRAA0627WB102327","T48370","GRTDNE","",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
357,"53' T/A PLATE VAN","2MN01JAH781002169","S9806F","TMOBILE","",2008,2008-03-18T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
362,"53' T/A DRY VAN","2MN01JAHXY1000576","Z7227K","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
364,"53' T/A DRY VAN","2R1B3T3C1L1010468","K5274C","ROUSSY","",1990,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
382,"53' T/A DRY VAN","2MN01JAH9Y1000570","Z3255D","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
390,"53' TRIDEM PLATE VAN","2MN01JAWX91001016","P1296E","TMOBILE","",2009,2008-02-26T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
391,"53' T/A DRY VAN","1DW1A53273B641306","A3827R","STGHTN","",2003,2003-02-10T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
393,"53' T/A DRY VAN","2MN01JAH6Y1000669","W15905","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
395,"53' TRIDEM PLATE VAN","2MN01JAW691001014","P1298E","TMOBILE","",2009,2008-02-26T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
405,"53' STORAGE VAN","2M5921613W7048236","S91473","MANAC","MF3S",1998,1997-10-21T00:00:00,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","On Rent"
413,"53' T/A PLATE VAN","1JJV532W98L116826","C4737V","WABASH","",2008,2007-10-26T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
416,"53' T/A DRY VAN","2MN01JAH2Y1000572","W15880","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
422,"53' T/A DRY VAN","1DW1A53213B648123","A4440R","STGHTN","",2003,2003-01-29T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
445,"53' T/A PLATE VAN","1JJV532W28L116828","A7366P","WABASH","",2008,2007-10-25T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
450,"53' T/A DRY VAN","1DW1A53203B641311","A3832R","STGHTN","",2003,2003-01-17T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
452,"53' T/A DRY VAN","1DW1A53263B648117","E9775J","STGHTN","",2003,2003-02-20T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
453,"53' T/A PLATE VAN","1JJV532W08L116827","Y3255J","WABASH","",2008,2007-10-25T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
461,"53' T/A DRY VAN","2MN01JAH4Y1000573","W15881","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
469,"53' T/A DRY VAN","2MN01JAH5Y1000601","V78509","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
478,"53' T/A DRY VAN","1UYVS2539XP833930","V61098","UTLTY","",1998,,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Available"
481,"53' T/A PLATE VAN","1JJV532W28L116831","Z2590V","WABASH","",2008,2007-11-01T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
485,"53' T/A PLATE VAN","1JJV532W98L116809","V18223","WABASH","",2008,2007-11-02T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
493,"53' T/A DRY VAN","2MN01JAH0Y1000599","Z3360D","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
499,"53' T/A PLATE VAN","1JJV532W48L116832","E9876M","WABASH","",2008,2007-10-31T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
504,"53' T/A DRY VAN","1UYVS25394P204504","B6053A","UTLTY","",2004,2003-09-22T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
514,"53' T/A DRY VAN","2MN123145X3010705","Z4112E","MOND","",1999,2003-10-20T00:00:00,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Net Lease"
516,"53' T/A DRY VAN","1UYVS25343P948123","A5305C","UTLTY","",2003,2002-07-30T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
527,"53' T/A PLATE VAN","1JJV532W44L897023","B1876F","WABASH","",2004,2004-01-28T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
530,"53' T/A DRY VAN","1DW1A532X3B648105","A4297R","STGHTN","",2003,2003-02-03T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
536,"53' T/A DRY VAN","2MN01JAH7Y1000566","W15874","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
538,"53' T/A DRY VAN","2MN01JAH411001292","Y32771","TMOBILE","",2001,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
541,"53' T/A 4000DX VAN","1UYVS25394P204325","M1889R","UTLTY","",2004,2003-09-11T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
544,"53' T/A DRY VAN","2MN01JAH1Y1000580","W15888","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
555,"53' T/A DRY VAN","1DW1A53233B648205","M6866H","STGHTN","",2003,2003-02-12T00:00:00,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","On Rent"
556,"53' T/A DRY VAN","1GRAA0628XB050904BV","V89144","GRTDNE","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
566,"53' T/A DRY VAN","2MN01JAH1Y1000594","V78502","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
569,"53' T/A REEFER VAN","1GRAA06215W703370","D5909R","GRTDNE","",2005,2004-09-14T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
573,"53' T/A DRY VAN","2MN01JAH641005266","B1648F","TMOBILE","",2004,2004-04-29T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
580,"53' T/A DRY VAN","2DM421A465M002003","B2823M","DI-MOND","",2005,2004-06-18T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
588,"53' T/A DRY VAN","2MN122145V1141734","P8882H","MOND","MO3F",1997,1997-09-10T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
589,"48' T/A VAN","2M593146831092064","A6681M","MANAC","",2003,2003-04-03T00:00:00,2,"48","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
600,"53' T/A DRY VAN","1UYVS25304P204505","Y4979N","UTLTY","",2004,2003-09-23T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
608,"53' T/A DRY VAN","1UYVS25344P204507","B6056A","UTLTY","",2004,2003-09-19T00:00:00,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","Available"
609,"53' T/A REEFER VAN","1GRAA06255W703372","D5906R","GRTDNE","",2005,2004-09-14T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
629,"53' T/A DRY VAN","1UYVS25353P093495","E7308N","UTLTY","",2003,2003-10-31T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
638,"53' T/A DRY VAN","1DW1A53253B648108","J7725F","STGHTN","",2003,2003-01-28T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
639,"53' T/A DRY VAN","1UYVS2534XP833902","V60881","UTLTY","",1998,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
645,"53' T/A DRY VAN","2MN123146X0081011","C4777V","MOND","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Net Lease"
651,"53' T/A PLATE VAN","2MN01JAH481001559","T7450J","TMOBILE","",2008,2007-04-04T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
658,"53' T/A DRY VAN","2MN01JAHXY1000657","V78593","TMOBILE","",2000,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
675,"53' T/A DRY VAN","1UYVS25315P361560","W8894M","UTLTY","",2005,2004-05-14T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
684,"53' T/A 3-TEMP REEFER VAN","1UYVS2531K6664825","W6600T","UTLTY","",2019,2018-08-20T00:00:00,2,"53","Y","HIGHWAY","Highway Trailers (Class 1)",0,7,"","","Maintenance Lease"
732,"53' T/A DRY VAN","1DW1A53273B648210","A4455R","STGHTN","",2003,2003-03-19T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
744,"53' T/A DRY VAN","1UYVS25384P204512","B6060A","UTLTY","",2004,2003-09-24T00:00:00,2,"53","N","DEADSTORAGE","Dead Storage (Class 4)",13,999,"","","On Rent"
757,"53' T/A HEATER VAN","1UYVS25355P545402","H3156Y","UTLTY","",2005,2004-11-15T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
758,"48' T/A PLATE VAN","1JJV482W66L959217","M8534X","WABASH","",2006,2005-07-14T00:00:00,2,"48","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
776,"53' T/A HEATER VAN","1UYVS25356G966604","R7744D","UTLTY","",2006,2006-02-21T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
779,"53' T/A HEATER VAN","1UYVS25356G966702","T5872Z","UTLTY","",2006,2006-03-24T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
780,"53' T/A INSULATED DRY VAN","1UYVS25326G966706","Y5642Y","UTLTY","",2006,2006-03-24T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
793,"53' TRIDEM PLATE VAN","1JJV533W17L085083","L43417","WABASH","",2007,2006-10-31T00:00:00,3,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
794,"53' T/A HEATER VAN","1UYVS253X7G275201","J9373V","UTLTY","",2007,2007-03-05T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
799,"53' T/A HEATER VAN","2M592161X81118207","L5677B","MANAC","",2008,2007-10-10T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
800,"53' T/A HEATER VAN","2M592161181118208","L5658B","MANAC","",2008,2007-10-19T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
801,"53' T/A HEATER VAN W PINTLE HOOK","2M592161381118209","R4295C","MANAC","",2008,2007-10-19T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
802,"53' T/A HEATER VAN","2M592161X81118210","6FV175","MANAC","",2008,2007-10-24T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
803,"53' T/A HEATER VAN W PINTLE HOOK","2M592161181118211","T6091J","MANAC","",2008,2007-10-25T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
804,"53' T/A HEATER VAN","2M592161381118212","L5674B","MANAC","",2008,2007-10-25T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
808,"53' T/A PLATE VAN","2MN01JAH091000085","S4852C","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
811,"53' T/A PLATE VAN","2MN01JAH491000087","R4324C","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
813,"53' T/A PLATE VAN","2MN01JAH891000089","L3394Y","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
814,"53' T/A PLATE VAN","2MN01JAH491000090","Y3862B","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
815,"53' T/A PLATE VAN","2MN01JAH691000091","T7405J","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
816,"53' T/A PLATE VAN","2MN01JAH891000092","AE699F","TMOBILE","",2009,2008-04-15T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
817,"53' T/A DRY VAN","1GRAA06229D434619","S9886F","GRTDNE","",2009,2008-04-18T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Maintenance Lease"
819,"53' T/A DRY VAN","1GRAA06209D434618","S4833S","GRTDNE","",2009,2008-04-19T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","Available"
837,"53' T/A DRY VAN","1GRAA06299D434620","R3802M","GRTDNE","",2009,2008-04-18T00:00:00,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
872,"53' T/A PLATE VAN","1JJV532W49L271950","E9498K","WABASH","",2009,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
894,"53' T/A DRY VAN","2MN123145X0072008","V78088","TMOBILE","",1999,,2,"53","N","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
914,"53' T/A HEATER VAN","1UYVS25396G966606","N3040F","UTLTY","",2006,2006-03-24T00:00:00,2,"53","Y","GOODSTORAGE","Good Storage/Not Plated (Class 3)",13,999,"","","On Rent"
