ID_CARRETA,ano,y_custo_anual,custo_nominal,n_os_ano,n_os_preventivas_ano,custo_preventivo_ano,n_sistemas_vmrs,km_rodado_ano,delta_km_medio_os,km_acumulado_fim_ano,provincia_operacao,ano_modelo,ano_entrada,eixos,comprimento,flag_refrigerado,tailgate_flag,unit_subtype,tire_size,suspension_type,new_used_indicator,cod_montadora,vmrs_predominante,idade_carreta,share_prev,custo_medio_os,custo_acum,n_os_acum,custo_ano_anterior,n_os_ano_anterior,intervalo_medio_os_hist,anos_desde_ultima_os,km_acumulado_defasado
45209823,2024,158.92579980156603,154.92000000000002,2,2,158.92579980156603,1,0.0,21928.5,296885.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,1.0,79.46289990078301,5691.536756807831,14,2239.846370352996,4.0,108.04152955840456,0.049281314168377825,253028.0
45209823,2025,368.9641085211585,367.12,3,1,315.48682530474196,3,1622.0,10830.666666666666,329377.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,9.0,0.8550610154717804,122.9880361737195,5850.462556609397,16,158.92579980156603,2.0,119.16932561728395,0.0027378507871321013,296885.0
45209824,2020,427.2945484685851,354.67,2,2,427.2945484685851,1,0.0,20270.0,181181.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,4.0,1.0,213.64727423429255,0.0,0,,,,,
45209824,2021,279.9428811767074,240.21,2,1,169.9515855376514,2,3865.0,1932.5,185046.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.6070937929311853,139.9714405883537,427.2945484685851,2,427.2945484685851,2.0,97.21484953703704,0.5639972621492129,181181.0
45209824,2023,117.46043085823808,111.83,2,1,65.03755592186447,2,4849.0,2424.5,189895.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.5536975766788876,58.73021542911904,707.2374296452924,4,279.9428811767074,2.0,196.628337191358,1.212867898699521,185046.0
45209824,2024,367.4210202487019,358.16,2,2,367.4210202487019,1,2926.0,1463.0,192821.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,1.0,183.71051012435095,824.6978605035305,6,117.46043085823808,2.0,211.52493518518517,0.9308692676249144,189895.0
45209824,2025,586.9837861783138,584.05,2,1,200.09006419012158,2,1952.0,976.0,194773.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,02,9.0,0.3408783494563822,293.4918930891569,1192.1188807522324,8,367.4210202487019,2.0,205.94638227513227,0.8815879534565366,192821.0
45209825,2020,1048.9661303764842,870.6800000000001,5,0,0.0,2,15264.0,3816.0,141745.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,209.79322607529684,0.0,0,,,,,
45209825,2021,638.4226707356567,547.81,3,0,0.0,1,29479.0,9826.333333333334,171224.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,212.80755691188554,1048.9661303764842,5,1048.9661303764842,5.0,36.744875578703706,0.2546201232032854,141745.0
45209825,2022,1020.8039628807107,935.37,4,1,827.6482134016201,2,7345.0,9423.25,208917.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,6.0,0.8107807605546468,255.20099072017769,1687.3888011121408,8,638.4226707356567,3.0,68.16659887566138,0.35044490075290896,171224.0
45209825,2023,486.57376906982734,463.25,4,0,0.0,3,34284.0,8571.0,243201.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,7.0,0.0,121.64344226745683,2708.1927639928517,12,1020.8039628807107,4.0,86.74328072390573,0.04380561259411362,208917.0
45209825,2024,2796.661164762686,2726.17,5,0,0.0,3,30413.0,6082.6,273614.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,8.0,0.0,559.3322329525372,3194.766533062679,16,486.57376906982734,4.0,84.83851157407408,0.1697467488021903,243201.0
45209825,2025,533.0542425325159,530.39,3,0,0.0,2,19021.0,6340.333333333333,292635.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,14,9.0,0.0,177.68474751083863,5991.427697825366,21,2796.661164762686,5.0,81.25832465277777,0.2080766598220397,273614.0
45209828,2020,402.3317857757464,333.95,2,0,0.0,2,0.0,0.0,109617.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,04,4.0,0.0,201.1658928878732,0.0,0,,,,,
45209828,2021,1206.0467484423593,1034.87,2,1,1180.1513618233741,2,0.0,14223.0,138063.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.9785287040884363,603.0233742211797,402.3317857757464,2,402.3317857757464,2.0,122.94641203703704,0.48459958932238195,109617.0
45209828,2023,5797.217918705171,5519.33,8,2,1633.7849985429991,4,10628.0,8672.375,207442.0,New Brunswick,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,14,7.0,0.28182225016442214,724.6522398381463,1608.3785342181059,4,1206.0467484423593,2.0,131.9423572530864,1.7357973990417521,138063.0
45209828,2024,3567.3774320807765,3477.46,3,1,1653.3125225419308,3,17390.0,5796.666666666667,224832.0,New Brunswick,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,0.4634532101016259,1189.1258106935923,7405.596452923277,12,5797.217918705171,8.0,124.96570917508416,0.05475701574264202,207442.0
45209828,2025,3225.139473541534,3209.02,3,1,2080.518577935881,2,0.0,0.0,224832.0,New Brunswick,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,9.0,0.6450941408903653,1075.0464911805113,10972.973885004054,15,3567.3774320807765,3.0,112.84274966931217,0.49555099247091033,224832.0
45209829,2020,295.2521357690139,245.07,1,1,295.2521357690139,1,0.0,,114500.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,4.0,1.0,295.2521357690139,0.0,0,,,,,
45209829,2021,488.2946912461123,418.99,1,0,0.0,1,0.0,32509.0,147009.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,488.2946912461123,295.2521357690139,1,295.2521357690139,1.0,,0.6872005475701575,114500.0
45209829,2022,2094.4286403486185,1919.14,2,0,0.0,2,205.0,15596.5,178202.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,6.0,0.0,1047.2143201743093,783.5468270151262,2,488.2946912461123,1.0,381.9734722222222,0.6406570841889117,147009.0
45209829,2023,1212.7739594577129,1154.64,5,1,125.82120193604884,3,85.0,7058.6,213495.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,7.0,0.1037466223238412,242.55479189154258,2877.9754673637444,4,2094.4286403486185,2.0,250.13425925925924,0.6297056810403833,178202.0
45209829,2024,1973.4928180239006,1923.75,4,0,0.0,1,16204.0,10080.5,253817.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,8.0,0.0,493.37320450597514,4090.7494268214573,9,1212.7739594577129,5.0,163.15050925925925,0.10951403148528405,213495.0
45209829,2025,1208.7514244919441,1202.71,5,1,801.2245766921932,3,34826.0,6965.2,288643.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,9.0,0.6628530568466213,241.75028489838883,6064.242244845358,13,1973.4928180239006,4.0,141.45694444444445,0.038329911019849415,253817.0
45209830,2020,574.6495438817653,476.97999999999996,2,1,205.6536482465037,2,18735.0,18735.0,143677.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.35787664053000123,287.32477194088267,0.0,0,,,,,
45209830,2021,937.8162271000715,804.71,2,0,0.0,1,6472.0,17104.5,177886.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,468.90811355003575,574.6495438817653,2,574.6495438817653,2.0,188.88217592592594,0.188911704312115,143677.0
45209830,2022,599.1986228119933,549.05,1,1,599.1986228119933,1,0.0,37053.0,214939.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,6.0,1.0,599.1986228119933,1512.4657709818368,4,937.8162271000715,2.0,183.0419290123457,0.2026009582477755,177886.0
45209830,2023,1301.0557193936415,1238.69,4,1,588.835662554206,3,31179.0,7794.75,246118.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.45258297071906617,325.2639298484104,2111.66439379383,5,599.1986228119933,1.0,233.88838541666667,0.14236824093086928,214939.0
45209830,2024,2345.4686443087435,2286.35,2,1,956.796507609893,2,0.0,21775.0,289668.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,8.0,0.40793404334419486,1172.7343221543717,3412.7201131874717,9,1301.0557193936415,4.0,166.06919270833333,0.06570841889117043,246118.0
45209830,2025,520.2703477286666,517.67,1,0,0.0,1,12469.0,12469.0,302137.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,9.0,0.0,520.2703477286666,5758.188757496215,11,2345.4686443087435,2.0,170.55535416666663,0.03559206023271732,289668.0
45209831,2020,218.90608017803,181.7,1,0,0.0,1,0.0,,126244.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,218.90608017803,0.0,0,,,,,
45209831,2021,252.46253840102463,216.63,2,0,0.0,1,10272.0,18109.5,162463.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,126.23126920051232,218.90608017803,1,218.90608017803,1.0,,0.7939767282683093,126244.0
45209831,2022,1086.8516828562717,995.8899999999999,3,0,0.0,2,24221.0,8073.666666666667,186684.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,6.0,0.0,362.2838942854239,471.36861857905467,3,252.46253840102463,2.0,284.3660300925926,0.23545516769336072,162463.0
45209831,2023,218.10478822957293,207.65,2,1,146.26097645542032,2,7968.0,14418.5,215521.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.670599566578377,109.05239411478647,1558.2203014353263,6,1086.8516828562717,3.0,164.3343888888889,0.5420944558521561,186684.0
45209831,2024,2518.1306722238064,2454.66,7,0,0.0,6,18632.0,6200.0,258921.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,8.0,0.0,359.7329531748295,1776.3250896648992,8,218.10478822957293,2.0,163.38287202380954,0.6598220396988365,215521.0
45209831,2025,1917.584220577387,1908.0,3,1,1673.9465021537128,3,13336.0,4445.333333333333,272257.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,9.0,0.8729454926624738,639.1947401924623,4294.455761888706,15,2518.1306722238064,7.0,122.16569857804232,0.10951403148528405,258921.0
45209832,2020,391.09131396473373,324.62,3,0,0.0,2,16599.0,8299.5,222952.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,03,4.0,0.0,130.3637713215779,0.0,0,,,,,
45209832,2021,527.4873938562146,452.62,2,1,373.1872503659516,2,20160.0,10080.0,243112.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.7074808890459988,263.7436969281073,391.09131396473373,3,391.09131396473373,3.0,89.36742476851852,0.30390143737166325,222952.0
45209832,2022,159.99001567113783,146.6,2,0,0.0,2,19602.0,9801.0,262714.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,6.0,0.0,79.99500783556891,918.5787078209482,5,527.4873938562146,2.0,139.9174565972222,0.2600958247775496,243112.0
45209832,2023,1935.52900799444,1842.75,2,1,1553.6959539848247,2,10971.0,23314.5,309343.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.8027241893908561,967.76450399722,1078.568723492086,7,159.99001567113783,2.0,125.30071180555554,0.7337440109514032,262714.0
45209832,2024,2457.07165076635,2395.14,6,0,0.0,3,16576.0,6694.333333333333,349509.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,8.0,0.0,409.5119417943917,3014.097731486526,9,1935.52900799444,2.0,145.21813657407407,0.6105407255304586,309343.0
45209832,2025,546.732607963364,544.0,3,2,146.87408699956987,2,27278.0,9092.666666666666,376787.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,9.0,0.2686397058823529,182.24420265445465,5471.169382252876,15,2457.07165076635,6.0,118.09463955026455,0.2655715263518138,349509.0
45209833,2020,215.77368717603292,179.1,2,0,0.0,1,0.0,20039.0,153689.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,107.88684358801646,0.0,0,,,,,
45209833,2021,226.1009882065401,194.01000000000002,2,0,0.0,1,14310.0,7155.0,167999.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,113.05049410327005,215.77368717603292,2,215.77368717603292,2.0,238.16994212962962,0.24914442162902123,153689.0
45209833,2023,464.1803470372991,441.93,1,1,464.1803470372991,1,0.0,27101.0,195100.0,Nova Scotia,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,1.0,464.1803470372991,441.87467538257306,4,226.1009882065401,2.0,184.3632098765432,1.3853524982888432,167999.0
45209833,2024,2878.0834519447817,2805.54,2,1,867.9367556165308,2,0.0,34552.0,264204.0,New Brunswick,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,07,8.0,0.30156761265210974,1439.0417259723909,906.0550224198721,5,464.1803470372991,1.0,279.5744386574074,0.837782340862423,195100.0
45209833,2025,3347.621648049797,3330.89,4,1,847.8978530043597,4,29765.0,7441.25,293969.0,New Brunswick,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,14,9.0,0.25328365692052274,836.9054120124492,3784.138474364654,7,2878.0834519447817,2.0,285.6974266975309,0.2080766598220397,264204.0
45209834,2020,1180.6471131142864,979.98,3,0,0.0,2,16705.0,8352.5,209080.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,393.54903770476216,0.0,0,,,,,
45209834,2021,969.4104634295356,831.82,3,0,0.0,1,11970.0,17038.0,260194.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,323.13682114317857,1180.6471131142864,3,1180.6471131142864,3.0,148.31204282407407,0.15058179329226556,209080.0
45209834,2022,284.8498907934767,261.01,1,1,284.8498907934767,1,0.0,22331.0,282525.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,6.0,1.0,284.8498907934767,2150.057576543822,6,969.4104634295356,3.0,133.37388425925923,0.13689253935660506,260194.0
45209834,2023,266.30526370202705,253.54,1,1,266.30526370202705,1,0.0,20537.0,303062.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,1.0,266.30526370202705,2434.907467337299,7,284.8498907934767,1.0,172.9798225308642,0.12046543463381246,282525.0
45209834,2024,2847.57445836036,2775.8,7,1,2095.1389666197547,6,24269.0,3467.0,327331.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,0.7357626630160675,406.79635119433715,2701.2127310393257,8,266.30526370202705,1.0,197.7707027116402,0.1697467488021903,303062.0
45209834,2025,1154.3696204167645,1148.6,4,1,475.29556058462157,3,467.0,6640.5,353893.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,9.0,0.41173602646700336,288.59240510419113,5548.787189399685,15,2847.57445836036,7.0,129.2681390542328,0.008213552361396304,327331.0
45209835,2020,1110.6863201812198,921.91,3,1,351.0569218661319,2,2285.0,12291.5,162751.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.31607206777234226,370.2287733937399,0.0,0,,,,,
45209835,2021,343.85390737765914,295.05,2,1,289.0330708989434,2,10491.0,5245.5,173242.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.8405693950177936,171.92695368882957,1110.6863201812198,3,1110.6863201812198,3.0,122.17789351851852,0.15605749486652978,162751.0
45209835,2022,1351.4681842190332,1238.3600000000001,4,1,869.6319508018157,3,13408.0,9153.75,209857.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,6.0,0.6434720113698762,337.8670460547583,1454.540227558879,5,343.85390737765914,2.0,103.17422743055556,0.6954140999315537,173242.0
45209835,2023,1534.1384718907498,1460.6,2,0,0.0,2,0.0,15045.5,239948.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,7.0,0.0,767.0692359453749,2806.0084117779124,9,1351.4681842190332,4.0,107.69949074074074,0.4654346338124572,209857.0
45209835,2024,1516.3503257209452,1478.13,3,0,0.0,1,0.0,17126.333333333332,291327.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,8.0,0.0,505.4501085736484,4340.146883668662,11,1534.1384718907498,2.0,116.97354166666669,0.621492128678987,239948.0
45209835,2025,3657.5004440302087,3639.22,9,1,1816.2879346277043,7,31681.0,3520.1111111111113,323008.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,9.0,0.4965926764526465,406.3889382255787,5856.497209389607,14,1516.3503257209452,3.0,131.38701923076925,0.14784394250513347,291327.0
45209836,2020,262.3981522442209,217.79999999999998,2,0,0.0,1,12506.0,12506.0,180470.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,131.19907612211045,0.0,0,,,,,
45209836,2021,2704.7043732256193,2320.82,3,0,0.0,1,31998.0,10666.0,212468.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,901.5681244085398,262.3981522442209,2,262.3981522442209,2.0,165.90511574074074,0.32854209445585214,180470.0
45209836,2022,615.241277862237,563.75,4,1,61.147616494228195,3,1985.0,10412.75,254119.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,05,6.0,0.09938802660753883,153.81031946555925,2967.10252546984,5,2704.7043732256193,3.0,119.68274305555555,0.47091033538672145,212468.0
45209836,2023,1733.4630356390091,1650.3700000000001,3,1,171.40631057637373,2,0.0,15908.0,301843.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,7.0,0.09888085701994098,577.8210118796698,3582.343803332077,9,615.241277862237,4.0,91.64068865740741,0.7748117727583846,254119.0
45209836,2024,2977.058156081466,2902.02,3,0,0.0,3,8073.0,13398.666666666666,342039.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,09,8.0,0.0,992.3527186938221,5315.806838971086,12,1733.4630356390091,3.0,123.55795033670034,0.06023271731690623,301843.0
45209836,2025,1887.8355345558512,1878.4,9,0,0.0,4,27577.0,3064.1111111111113,369616.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,9.0,0.0,209.759503839539,8292.864995052552,15,2977.058156081466,3.0,123.81833994708997,0.03559206023271732,342039.0
45209837,2020,1714.2623086698895,1422.8999999999999,2,0,0.0,1,16934.0,16934.0,232093.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,857.1311543349448,0.0,0,,,,,
45209837,2021,138.85847505184915,119.15,1,0,0.0,1,0.0,42722.0,274815.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.0,138.85847505184915,1714.2623086698895,2,1714.2623086698895,2.0,197.2028125,0.45722108145106094,232093.0
45209837,2022,2.8374764034444637,2.6,1,0,0.0,1,0.0,31814.0,306629.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,6.0,0.0,2.8374764034444637,1853.1207837217387,3,138.85847505184915,1.0,280.61627893518516,0.459958932238193,274815.0
45209837,2023,2195.4271481318133,2090.19,5,0,0.0,2,15401.0,7399.8,343628.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,7.0,0.0,439.08542962636267,1855.9582601251832,4,2.8374764034444637,1.0,310.4207060185185,0.4462696783025325,306629.0
45209837,2024,2376.8188408097494,2316.9100000000003,2,1,2216.949252370064,2,7654.0,3827.0,351282.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,0.932738000181276,1188.4094204048747,4051.3854082569965,9,2195.4271481318133,5.0,167.96709346064813,0.31485284052019163,343628.0
45209837,2025,440.40115589990097,438.2,3,0,0.0,2,19552.0,19704.666666666668,410396.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,9.0,0.0,146.800385299967,6428.204249066746,11,2376.8188408097494,2.0,182.46534143518517,0.0,351282.0
45209838,2020,3284.5670635672263,2726.31,5,0,0.0,3,26625.0,6656.25,233045.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,04,4.0,0.0,656.9134127134453,0.0,0,,,,,
45209838,2021,767.4101320763084,658.49,5,1,200.8582305932539,3,31498.0,6299.6,264543.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,5.0,0.26173518200731977,153.48202641526169,3284.5670635672263,5,3284.5670635672263,5.0,69.68290219907408,0.06570841889117043,233045.0
45209838,2022,976.0591426725481,894.37,4,0,0.0,3,12485.0,3121.25,277028.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,6.0,0.0,244.01478566813702,4051.9771956435347,10,767.4101320763084,5.0,74.08082947530863,0.0027378507871321013,264543.0
45209838,2023,560.1926691758267,533.3399999999999,5,1,237.71478772991543,3,7094.0,11773.0,335893.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.42434469569130384,112.03853383516534,5028.036338316083,14,976.0591426725481,4.0,64.89801103988603,0.5174537987679672,277028.0
45209838,2024,2069.7592591120683,2017.5900000000001,2,1,1440.4676675017236,2,0.0,12548.0,360989.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,0.6959590402410798,1034.8796295560342,5588.229007491909,19,560.1926691758267,5.0,75.93795588991769,0.08487337440109514,335893.0
45209838,2025,2153.031000113375,2142.27,4,0,0.0,2,0.0,10533.25,403122.0,Ontario,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,9.0,0.0,538.2577500283437,7657.9882666039775,21,2069.7592591120683,2.0,79.71533912037037,0.46269678302532513,360989.0
45209839,2020,205.6536482465037,170.7,1,0,0.0,1,0.0,,127773.0,,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,3.0,0.0,205.6536482465037,0.0,0,,,,,
45209839,2021,1109.1779574536083,951.75,3,0,0.0,2,0.0,14709.666666666666,171902.0,,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,369.72598581786946,205.6536482465037,1,205.6536482465037,1.0,,0.8815879534565366,127773.0
45209839,2022,1099.5548464470771,1007.53,4,2,925.0063941521126,3,10158.0,8973.0,207794.0,Ontario,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.841255347235318,274.8887116117693,1314.831605700112,4,1109.1779574536083,3.0,189.44788580246913,0.32306639288158795,171902.0
45209839,2023,2992.0846907683854,2848.66,6,2,1160.4141054088605,4,36299.0,6049.833333333333,244093.0,Ontario,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,04,6.0,0.3878279612168528,498.6807817947309,2414.386452147189,8,1099.5548464470771,4.0,142.91010582010583,0.13963039014373715,207794.0
45209839,2024,904.3752039056584,881.5799999999999,2,1,775.0556433390084,2,8379.0,4189.5,252472.0,Ontario,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,7.0,0.8570067379024024,452.1876019528292,5406.471142915574,14,2992.0846907683854,6.0,106.01580484330485,0.10403832991101986,244093.0
45209839,2025,2969.833436039818,2954.99,6,1,1741.4036577538986,5,14117.0,9398.833333333334,308865.0,Ontario,2017.0,2017.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,8.0,0.5863640824503636,494.9722393399697,6310.846346821232,16,904.3752039056584,2.0,108.48860493827162,0.4243668720054757,252472.0
45209840,2020,306.3480355953191,254.28000000000003,2,0,0.0,1,19755.0,19755.0,133057.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,01,4.0,0.0,153.17401779765956,0.0,0,,,,,
45209840,2021,321.55963437940596,275.92,2,1,193.22480204445313,2,9201.0,15438.0,163933.0,,2017.0,2016.0,2.0,53.0,N,N,DC2,11R22.5,HENDRICKSON,NEW,MANAC,PM,5.0,0.6008988112496375,160.77981718970298,306.3480355953191,2,306.3480355953191,2.0,220.6434375,0.3531827515400411,133057.0
