ID_CARRETA,ano,y_custo_anual,custo_nominal,n_os_ano,n_os_preventivas_ano,custo_preventivo_ano,n_sistemas_vmrs,km_rodado_ano,delta_km_medio_os,km_acumulado_fim_ano,provincia_operacao,ano_modelo,ano_entrada,eixos,comprimento,flag_refrigerado,tailgate_flag,unit_subtype,tire_size,suspension_type,new_used_indicator,cod_montadora,vmrs_predominante,idade_carreta,share_prev,custo_medio_os,custo_acum,n_os_acum,custo_ano_anterior,n_os_ano_anterior,intervalo_medio_os_hist,anos_desde_ultima_os,km_acumulado_defasado
19,2020,100.40524337940025,83.34,1,1,100.40524337940025,1,0.0,,51923.0,,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,PM,22.0,1.0,100.40524337940025,0.0,0,,,,,
19,2021,611.2569883734359,524.5,2,1,150.6873757801435,2,327.0,163.5,52250.0,,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,09,23.0,0.2465204957102002,305.62849418671794,100.40524337940025,1,100.40524337940025,1.0,,0.5147159479808351,51923.0
19,2022,101.27608086140239,92.8,2,2,101.27608086140239,1,680.0,340.0,52930.0,Alberta,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,PM,24.0,1.0,50.638040430701196,711.6622317528361,3,611.2569883734359,2.0,205.41524305555558,0.3887748117727584,52250.0
19,2023,211.8867273274825,201.73,2,1,192.24521738337938,2,81.0,40.5,53011.0,Alberta,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,PM,25.0,0.9073018390918555,105.94336366374125,812.9383126142385,5,101.27608086140239,2.0,183.45386284722224,0.5037645448323066,52930.0
19,2024,171.4309992566467,167.11,2,0,0.0,2,1175.0,587.5,54186.0,Ontario,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,02,26.0,0.0,85.71549962832334,1024.8250399417211,7,211.8867273274825,2.0,181.90971643518517,0.5229295003422314,53011.0
19,2025,101.84904869670461,101.34,1,0,0.0,1,0.0,0.0,54186.0,Ontario,1998.0,1998.0,2.0,53.0,N,N,DS,,SPRING,NEW,MOND,02,27.0,0.0,101.84904869670461,1196.2560391983677,9,171.4309992566467,2.0,174.92187065972223,0.6817248459958932,54186.0
46,2020,23.649567165078313,19.63,1,0,0.0,1,0.0,,430790.0,,2000.0,2000.0,2.0,53.0,N,N,DS,11R22.5,SPRING,NEW,TMOBILE,09,20.0,0.0,23.649567165078313,0.0,0,,,,,
46,2021,58.188868311698094,49.93,1,0,0.0,1,461.0,461.0,431251.0,,2000.0,2000.0,2.0,53.0,N,N,DS,11R22.5,SPRING,NEW,TMOBILE,09,21.0,0.0,58.188868311698094,23.649567165078313,1,23.649567165078313,1.0,,0.6680355920602327,430790.0
46,2023,667.611771955689,635.61,2,0,0.0,1,30.0,15.0,431281.0,Alberta,2000.0,2000.0,2.0,53.0,N,N,DS,11R22.5,SPRING,NEW,TMOBILE,01,23.0,0.0,333.8058859778445,81.83843547677641,2,58.188868311698094,1.0,325.51965277777776,1.7768651608487338,431251.0
48,2020,354.27364852587516,294.06,2,2,354.27364852587516,1,17.0,17.0,219914.0,,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,20.0,1.0,177.13682426293758,0.0,0,,,,,
48,2021,336.55844742109537,288.78999999999996,2,2,336.55844742109537,1,198.0,99.0,220112.0,,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,21.0,1.0,168.27922371054768,354.27364852587516,2,354.27364852587516,2.0,20.136828703703703,0.8323066392881588,219914.0
48,2022,253.5939968724577,232.37,1,1,253.5939968724577,1,179.0,179.0,220291.0,,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,22.0,1.0,253.5939968724577,690.8320959469705,4,336.55844742109537,2.0,125.71652777777778,0.8542094455852156,220112.0
48,2023,253.27044346639497,241.13,2,1,225.404707700777,2,392.0,196.0,220683.0,Ontario,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,23.0,0.8899763612988845,126.63522173319748,944.4260928194283,5,253.5939968724577,1.0,181.7442158564815,0.8952772073921971,220291.0
48,2024,1262.3480792010137,1230.53,4,1,199.79595126099278,3,0.0,0.0,220683.0,Ontario,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,01,24.0,0.1582732643657611,315.5870198002534,1197.6965362858232,7,253.27044346639497,2.0,203.0903125,0.5475701574264202,220683.0
48,2025,1101.173743689741,1095.67,1,1,1101.173743689741,1,73.0,73.0,220756.0,Ontario,2000.0,2000.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,25.0,1.0,1101.173743689741,2460.044615486837,11,1262.3480792010137,4.0,158.85418750000002,0.5366187542778919,220683.0
54,2023,2151.932232260941,2048.78,1,1,2151.932232260941,1,0.0,,566392.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,21.0,1.0,2151.932232260941,0.0,0,,,,,
54,2025,1061.9175384194302,1056.61,1,0,0.0,1,18.0,18.0,566410.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,01,23.0,0.0,1061.9175384194302,2151.932232260941,1,2151.932232260941,1.0,,1.2758384668035592,566392.0
55,2021,520.8911792628996,446.96,1,1,520.8911792628996,1,0.0,,124148.0,,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,19.0,1.0,520.8911792628996,0.0,0,,,,,
55,2022,171.51453521743534,157.16,2,1,152.6234903929647,2,48.0,24.0,124196.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,20.0,0.8898574700941715,85.75726760871767,520.8911792628996,1,520.8911792628996,1.0,,0.5065023956194388,124148.0
55,2023,630.1038403993296,599.9,4,1,328.4543622791704,3,16362.0,4090.5,140558.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,21.0,0.5212702117019503,157.5259600998324,692.405714480335,3,171.51453521743534,2.0,175.98888888888888,0.5420944558521561,124196.0
55,2024,120.08684562852648,117.06,1,0,0.0,1,518.0,518.0,141076.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,13,22.0,0.0,120.08684562852648,1322.5095548796644,7,630.1038403993296,4.0,125.09365354938272,0.4490075290896646,140558.0
55,2025,1148.4701343712775,1142.73,2,0,0.0,2,540.0,270.0,141616.0,Alberta,2003.0,2002.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,01,23.0,0.0,574.2350671856387,1442.596400508191,8,120.08684562852648,1.0,145.36598875661375,0.7200547570157426,141076.0
59,2020,2639.1374855057184,2190.58,4,0,0.0,3,1196.0,398.6666666666667,148947.0,,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,01,17.0,0.0,659.7843713764296,0.0,0,,,,,
59,2021,850.8767202694553,730.11,4,1,610.6859379934492,2,1381.0,345.25,150328.0,,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,18.0,0.717713769158072,212.71918006736382,2639.1374855057184,4,2639.1374855057184,4.0,41.148661265432104,0.28199863107460643,148947.0
59,2022,143.24890489081548,131.26,1,1,143.24890489081548,1,2934.0,2934.0,153262.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,19.0,1.0,143.24890489081548,3490.0142057751737,8,850.8767202694553,4.0,69.3449751984127,0.29021218343600275,150328.0
59,2024,370.27290330736673,360.94,1,0,0.0,1,344.0,344.0,153606.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,01,21.0,0.0,370.27290330736673,3633.263110665989,9,143.24890489081548,1.0,106.41677228009259,1.2867898699520877,153262.0
60,2020,377.6340717215383,313.45,1,1,377.6340717215383,1,0.0,,349438.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,17.0,1.0,377.6340717215383,0.0,0,,,,,
60,2021,2641.807252801378,2266.85,2,1,2533.622341017382,2,658.0,329.0,350096.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,18.0,0.9590489004565808,1320.903626400689,377.6340717215383,1,377.6340717215383,1.0,,0.9801505817932923,349438.0
60,2022,565.4544803525692,518.13,1,1,565.4544803525692,1,152.0,152.0,350248.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,19.0,1.0,565.4544803525692,3019.4413245229166,3,2641.807252801378,2.0,357.8779166666667,0.019164955509924708,350096.0
60,2024,1236.5682873793423,1205.4,1,1,1236.5682873793423,1,345.0,345.0,350593.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,21.0,1.0,1236.5682873793423,3584.8958048754857,4,565.4544803525692,1.0,270.3259375,1.757700205338809,350248.0
60,2025,779.6366788630514,775.74,1,1,779.6366788630514,1,361.0,361.0,350954.0,Alberta,1999.0,2003.0,2.0,53.0,N,N,DS,11R22.5,AIR,USED,MOND,PM,22.0,1.0,779.6366788630514,4821.464092254828,5,1236.5682873793423,1.0,375.85130497685185,0.8624229979466119,350593.0
61,2020,1041.4122441755144,864.4100000000001,3,1,548.4217763227356,3,481.0,240.5,458414.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,16.0,0.5266135283025416,347.1374147251715,0.0,0,,,,,
61,2021,321.5945966475684,275.95,3,1,233.5712595039161,3,5081.0,1693.6666666666667,463495.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,17.0,0.7262909947454248,107.19819888252279,1041.4122441755144,3,1041.4122441755144,3.0,96.60108796296296,0.4681724845995893,458414.0
61,2022,778.6144384759433,713.45,1,0,0.0,1,11318.0,11318.0,474813.0,Ontario,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,02,18.0,0.0,778.6144384759433,1363.0068408230827,6,321.5945966475684,3.0,141.1522685185185,0.06297056810403832,463495.0
61,2024,995.296928901868,970.21,4,2,913.7925731425444,3,3077.0,769.25,477890.0,Ontario,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,20.0,0.9181105121571619,248.824232225467,2141.621279299026,7,778.6144384759433,1.0,144.46796682098764,1.620807665982204,474813.0
61,2025,267.3361649232626,266.0,3,1,215.85887782788848,2,3082.0,1027.3333333333333,480972.0,Ontario,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,21.0,0.8074436090225564,89.11205497442086,3136.918208200894,11,995.296928901868,4.0,176.34959953703702,0.16700889801505817,477890.0
62,2020,433.6316204649332,359.93,2,1,347.647432560112,2,188.0,188.0,506400.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,16.0,0.8017114438918679,216.8158102324666,0.0,0,,,,,
62,2021,450.93168066984464,386.93,1,1,450.93168066984464,1,118.0,118.0,506518.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,17.0,1.0,450.93168066984464,433.6316204649332,2,433.6316204649332,2.0,179.87136574074074,0.23545516769336072,506400.0
62,2022,110.94532737467853,101.66,1,1,110.94532737467853,1,93.0,93.0,506611.0,Alberta,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,18.0,1.0,110.94532737467853,884.5633011347778,3,450.93168066984464,1.0,262.91453125,0.2874743326488706,506518.0
62,2023,2623.2759535131486,2497.53,1,1,2623.2759535131486,1,68.0,68.0,506679.0,Alberta,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,19.0,1.0,2623.2759535131486,995.5086285094563,4,110.94532737467853,1.0,300.33508873456793,0.2600958247775496,506611.0
64,2020,1896.3145804128842,1574.01,5,1,760.8703078504946,2,76.0,19.0,388351.0,,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,GRTDNE,01,16.0,0.40123633267895376,379.26291608257685,0.0,0,,,,,
64,2024,132.54075222283973,129.2,1,1,132.54075222283973,1,133.0,133.0,388484.0,Alberta,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,GRTDNE,PM,20.0,1.0,132.54075222283973,1896.3145804128842,5,1896.3145804128842,5.0,24.17429976851852,3.3374401095140316,388351.0
64,2025,2580.3668547200336,2567.4700000000003,7,0,0.0,2,1575.0,225.0,390059.0,British Columbia,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,GRTDNE,01,21.0,0.0,368.62383638857625,2028.855332635724,6,132.54075222283973,1.0,305.0686435185185,0.4271047227926078,388484.0
71,2020,3149.6211635081117,2614.3,6,0,0.0,4,1872.0,374.4,708734.0,,2007.0,2006.0,3.0,53.0,N,N,DS,11R22.5,AIR,NEW,MANAC,01,14.0,0.0,524.9368605846853,0.0,0,,,,,
71,2023,338.0650476261514,321.86,1,1,338.0650476261514,1,28.0,28.0,708762.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,11R22.5,AIR,NEW,MANAC,PM,17.0,1.0,338.0650476261514,3149.6211635081117,6,3149.6211635081117,6.0,44.898460648148145,2.302532511978097,708734.0
71,2024,29.626756379223,28.88,1,0,0.0,1,608.0,608.0,709370.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,11R22.5,AIR,NEW,MANAC,07,18.0,0.0,29.626756379223,3487.686211134263,7,338.0650476261514,1.0,236.4354301697531,0.03285420944558522,708762.0
71,2025,914.018327779929,909.45,3,2,649.8680863258647,2,5198.0,1732.6666666666667,714568.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,11R22.5,AIR,NEW,MANAC,PM,19.0,0.7110011545439552,304.672775926643,3517.312967513486,8,29.626756379223,1.0,226.87502976190476,0.5694729637234771,709370.0
72,2020,1955.0589968657225,1622.77,3,1,329.20245684450583,3,14441.0,7220.5,215272.0,,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,09,14.0,0.168384922077682,651.6863322885741,0.0,0,,,,,
72,2021,3011.2768486527234,2583.88,4,2,1276.763762845601,3,3182.0,795.5,218454.0,,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,09,15.0,0.42399414833506205,752.8192121631809,1955.0589968657225,3,1955.0589968657225,3.0,94.34470486111111,0.30390143737166325,215272.0
72,2022,534.2749800270276,489.56,3,1,324.7273476326539,3,6577.0,2192.3333333333335,225031.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,PM,16.0,0.6077906691723179,178.0916600090092,4966.335845518446,7,3011.2768486527234,4.0,72.2978587962963,0.6324435318275154,218454.0
72,2023,1700.5661323529496,1619.05,3,1,380.65666410921995,2,16375.0,5458.333333333333,241406.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,01,17.0,0.2238411414100862,566.8553774509832,5500.610825545474,10,534.2749800270276,3.0,102.31084104938272,0.29842573579739906,225031.0
72,2024,1327.6951838186212,1294.23,2,1,1070.3281256323517,2,6935.0,3467.5,248341.0,Ontario,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,PM,18.0,0.8061550110876737,663.8475919093106,7201.176957898423,13,1700.5661323529496,3.0,103.7333449074074,0.4106776180698152,241406.0
72,2025,378.3711254522928,376.48,1,0,0.0,1,9.0,9.0,248350.0,,2007.0,2006.0,3.0,53.0,N,N,DS,295X225,AUTOMATIC GREASING SYSTEM,NEW,WABASH,01,19.0,0.0,378.3711254522928,8528.872141717044,15,1327.6951838186212,2.0,119.74036541005292,0.2299794661190965,248341.0
73,2020,555.9395195275287,461.45000000000005,5,1,311.25143540998386,3,14792.0,3698.0,491966.0,,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,PM,14.0,0.5598656409145087,111.18790390550573,0.0,0,,,,,
73,2021,2036.2258059596466,1747.22,5,0,0.0,1,12249.0,2449.8,504215.0,,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,01,15.0,0.0,407.2451611919293,555.9395195275287,5,555.9395195275287,5.0,46.945729166666666,0.06570841889117043,491966.0
73,2022,2394.2189357433085,2193.84,5,1,1232.6761432517524,5,16004.0,3200.8,520219.0,Ontario,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,PM,16.0,0.5148552310104657,478.8437871486617,2592.1653254871753,10,2036.2258059596466,5.0,53.778827160493826,0.2546201232032854,504215.0
73,2023,3360.242212185903,3199.17,6,0,0.0,3,8471.0,1411.8333333333333,528690.0,Ontario,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,01,17.0,0.0,560.0403686976505,4986.384261230483,15,2394.2189357433085,5.0,60.06265873015873,0.27652292950034224,520219.0
73,2024,3229.634461072065,3148.23,7,0,0.0,2,20409.0,2915.5714285714284,549099.0,Ontario,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,01,18.0,0.0,461.37635158172355,8346.626473416387,21,3360.242212185903,6.0,60.129314236111114,0.28473648186173856,528690.0
73,2025,1129.2138903113914,1123.57,5,2,769.0537848155253,4,6307.0,5304.4,575621.0,Ontario,2007.0,2006.0,2.0,48.0,N,N,DS,11R22.5,AIR,NEW,MANAC,PM,19.0,0.6810523598885694,225.84277806227828,11576.260934488451,28,3229.634461072065,7.0,61.53310828189301,0.030116358658453114,549099.0
89,2020,409.8133859843627,340.16,1,1,409.8133859843627,1,0.0,,75236.0,,1998.0,1998.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,PM,22.0,1.0,409.8133859843627,0.0,0,,,,,
89,2021,857.9041361701069,736.14,2,1,164.80047802838428,2,441.0,220.5,75677.0,,1998.0,1998.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,13,23.0,0.19209661205748904,428.95206808505344,409.8133859843627,1,409.8133859843627,1.0,,0.6707734428473648,75236.0
89,2022,628.850251227988,576.22,2,1,510.53839857513634,2,177.0,88.5,75854.0,Alberta,1998.0,1998.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,PM,24.0,0.8118600534518066,314.425125613994,1267.7175221544696,3,857.9041361701069,2.0,212.62315972222223,0.5065023956194388,75677.0
89,2024,169.6460077019428,165.37,1,1,169.6460077019428,1,295.0,295.0,76149.0,Alberta,1998.0,1998.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,PM,26.0,1.0,169.6460077019428,1896.5677733824577,5,628.850251227988,2.0,216.58569444444444,1.297741273100616,75854.0
103,2020,1220.8622201937726,1013.3599999999999,4,1,1076.3504738131744,2,0.0,0.0,508728.0,,2004.0,2003.0,2.0,53.0,N,N,DS,11R22.5,,NEW,UTLTY,PM,17.0,0.8816314044367254,305.21555504844315,0.0,0,,,,,
103,2021,2280.1225886608718,1956.5,4,2,2138.968257999689,2,5522.0,1380.5,514250.0,,2004.0,2003.0,2.0,53.0,N,N,DS,11R22.5,,NEW,UTLTY,PM,18.0,0.9380935343726042,570.0306471652179,1220.8622201937726,4,1220.8622201937726,4.0,6.8861535493827155,0.7885010266940452,508728.0
103,2022,1839.1212442633114,1685.1999999999998,3,1,943.504557628414,3,8921.0,2973.6666666666665,523171.0,British Columbia,2004.0,2003.0,2.0,53.0,N,N,DS,11R22.5,,NEW,UTLTY,PM,19.0,0.5130192262046048,613.0404147544372,3500.984808854644,8,2280.1225886608718,4.0,55.6668253968254,0.7775496235455168,514250.0
103,2023,1293.4406954848316,1231.44,2,1,464.1803470372991,2,6946.0,3473.0,530117.0,Alberta,2004.0,2003.0,2.0,53.0,N,N,DS,11R22.5,,NEW,UTLTY,01,20.0,0.358872539465991,646.7203477424158,5340.1060531179555,11,1839.1212442633114,3.0,82.73501967592594,0.5776865160848734,523171.0
103,2024,67.34752618753429,65.65,1,0,0.0,1,0.0,0.0,530117.0,,2004.0,2003.0,2.0,53.0,N,N,DS,11R22.5,,NEW,UTLTY,01,21.0,0.0,67.34752618753429,6633.546748602787,13,1293.4406954848316,2.0,115.29332175925926,0.05475701574264202,530117.0
106,2020,403.1630746878149,334.64,2,1,390.0431670756039,2,0.0,0.0,244814.0,,2003.0,2003.0,2.0,53.0,N,N,DS,295X225,AIR,NEW,STGHTN,PM,17.0,0.9674575663399475,201.58153734390746,0.0,0,,,,,
106,2022,260.371200128377,238.58,1,1,260.371200128377,1,5592.0,5592.0,250406.0,,2003.0,2003.0,2.0,53.0,N,N,DS,295X225,AIR,NEW,STGHTN,PM,19.0,1.0,260.371200128377,403.1630746878149,2,403.1630746878149,2.0,10.040949074074074,1.0951403148528405,244814.0
106,2023,615.0418482817661,585.5600000000001,2,1,595.6419184064941,2,1457.0,728.5,251863.0,Ontario,2003.0,2003.0,2.0,53.0,N,N,DS,295X225,AIR,NEW,STGHTN,PM,20.0,0.96845754491427,307.52092414088304,663.5342748161919,3,260.371200128377,1.0,213.47759837962963,0.9527720739219713,250406.0
106,2024,698.7934179501083,681.18,3,2,659.4107594529347,2,341.0,113.66666666666667,252204.0,Ontario,2003.0,2003.0,2.0,53.0,N,N,DS,295X225,AIR,NEW,STGHTN,PM,21.0,0.9436419154995742,232.93113931670277,1278.5761230979579,5,615.0418482817661,2.0,243.57839988425926,0.4517453798767967,251863.0
106,2025,130.64296270065753,129.99,1,1,130.64296270065753,1,606.0,606.0,252810.0,Ontario,2003.0,2003.0,2.0,53.0,N,N,DS,295X225,AIR,NEW,STGHTN,PM,22.0,1.0,130.64296270065753,1977.3695410480661,8,698.7934179501083,3.0,207.05075231481484,0.15331964407939766,252204.0
107,2020,157.42684368114024,130.67,1,0,0.0,1,0.0,,431424.0,,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,01,16.0,0.0,157.42684368114024,0.0,0,,,,,
107,2021,804.4817904178889,690.3,1,1,804.4817904178889,1,1207.0,1207.0,432631.0,,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,PM,17.0,1.0,804.4817904178889,157.42684368114024,1,157.42684368114024,1.0,,0.7748117727583846,431424.0
107,2022,576.9135196741719,528.63,2,1,338.33632099840486,2,1672.0,836.0,434303.0,Alberta,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,PM,18.0,0.5864593382895409,288.45675983708594,961.9086340990291,2,804.4817904178889,1.0,396.95474537037035,0.6872005475701575,432631.0
107,2023,334.3573187436549,318.33,1,1,334.3573187436549,1,861.0,861.0,435164.0,Alberta,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,PM,19.0,1.0,334.3573187436549,1538.822153773201,4,576.9135196741719,2.0,308.24586419753086,0.24093086926762491,434303.0
107,2024,90.82939784682843,88.54,1,1,90.82939784682843,1,1993.0,1993.0,437157.0,Alberta,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,PM,20.0,1.0,90.82939784682843,1873.179472516856,5,334.3573187436549,1.0,299.7519849537037,0.49007529089664614,435164.0
107,2025,66.8541416943437,66.52,1,0,0.0,1,293.0,293.0,437450.0,Alberta,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,DI-MOND,01,21.0,0.0,66.8541416943437,1964.0088703636845,6,90.82939784682843,1.0,318.2741643518519,0.4161533196440794,437157.0
110,2020,338.40687320422046,280.89,2,1,214.38820565591877,2,0.0,0.0,178303.0,,1999.0,1999.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,PM,21.0,0.6335220192958096,169.20343660211023,0.0,0,,,,,
110,2022,468.7620152198079,429.53000000000003,2,0,0.0,1,22.0,11.0,178325.0,,1999.0,1999.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,01,23.0,0.0,234.38100760990395,338.40687320422046,2,338.40687320422046,2.0,0.3570833333333333,1.352498288843258,178303.0
110,2023,401.3800326224367,382.14,1,1,401.3800326224367,1,65.0,65.0,178390.0,Alberta,1999.0,1999.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,PM,24.0,1.0,401.3800326224367,807.1688884240284,4,468.7620152198079,2.0,201.24386188271603,0.7008898015058179,178325.0
110,2024,164.84499593411857,160.69,1,0,0.0,1,260.0,260.0,178650.0,Alberta,1999.0,1999.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,MOND,01,25.0,0.0,164.84499593411857,1208.5489210464652,5,401.3800326224367,1.0,254.11859953703703,0.5694729637234771,178390.0
127,2020,3060.046771316386,2539.95,7,1,863.1188440349162,4,1383.0,230.5,497810.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,08,16.0,0.2820606704856395,437.14953875948373,0.0,0,,,,,
127,2021,721.8193343924785,619.37,2,0,0.0,1,7.0,3.5,497817.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,01,17.0,0.0,360.90966719623924,3060.046771316386,7,3060.046771316386,7.0,54.63868055555556,0.06570841889117043,497810.0
127,2022,506.7732856551812,464.36,2,0,0.0,2,138.0,69.0,497955.0,,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,01,18.0,0.0,253.3866428275906,3781.866105708865,9,721.8193343924785,2.0,56.07511574074074,0.7337440109514032,497817.0
127,2023,247.09439648931874,235.25,2,1,162.88798727976004,2,343.0,171.5,498298.0,Alberta,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,PM,19.0,0.6592136025504782,123.54719824465937,4288.639391364046,11,506.7732856551812,2.0,82.25395833333333,0.7091033538672142,497955.0
127,2024,690.0120801867374,672.62,1,0,0.0,1,278.0,278.0,498576.0,Alberta,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,01,20.0,0.0,690.0120801867374,4535.733787853364,13,247.09439648931874,2.0,108.47195891203704,0.39698836413415467,498298.0
127,2025,82.59280463681849,82.18,1,0,0.0,1,222.0,222.0,498798.0,Alberta,2004.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,TMOBILE,03,21.0,0.0,82.59280463681849,5225.745868040101,14,690.0120801867374,1.0,124.86649305555555,0.5174537987679672,498576.0
128,2021,427.7516968781428,367.04,1,1,427.7516968781428,1,0.0,,387256.0,,2000.0,2000.0,2.0,53.0,N,N,DS,11R22.5,SPRING,NEW,TMOBILE,PM,21.0,1.0,427.7516968781428,0.0,0,,,,,
132,2020,599.4556869245041,497.57,1,1,599.4556869245041,1,0.0,,622215.0,,2005.0,2004.0,2.0,53.0,N,N,DS,11R22.5,AIR,NEW,UTLTY,PM,16.0,1.0,599.4556869245041,0.0,0,,,,,
