ID_CARRETA,motivo
466125520,sem_ordem_de_servico_no_periodo_2020_2025
466125521,sem_ordem_de_servico_no_periodo_2020_2025
466125522,sem_ordem_de_servico_no_periodo_2020_2025
466125523,sem_ordem_de_servico_no_periodo_2020_2025
466125524,sem_ordem_de_servico_no_periodo_2020_2025
466125525,sem_ordem_de_servico_no_periodo_2020_2025
466125526,sem_ordem_de_servico_no_periodo_2020_2025
466125527,sem_ordem_de_servico_no_periodo_2020_2025
466125528,sem_ordem_de_servico_no_periodo_2020_2025
466125529,sem_ordem_de_servico_no_periodo_2020_2025
466125530,sem_ordem_de_servico_no_periodo_2020_2025
466125531,sem_ordem_de_servico_no_periodo_2020_2025
466125532,sem_ordem_de_servico_no_periodo_2020_2025
466125533,sem_ordem_de_servico_no_periodo_2020_2025
466125534,sem_ordem_de_servico_no_periodo_2020_2025
466125535,sem_ordem_de_servico_no_periodo_2020_2025
466125536,sem_ordem_de_servico_no_periodo_2020_2025
466125537,sem_ordem_de_servico_no_periodo_2020_2025
466125538,sem_ordem_de_servico_no_periodo_2020_2025
466125539,sem_ordem_de_servico_no_periodo_2020_2025
466125540,sem_ordem_de_servico_no_periodo_2020_2025
466125541,sem_ordem_de_servico_no_periodo_2020_2025
466125542,sem_ordem_de_servico_no_periodo_2020_2025
466125543,sem_ordem_de_servico_no_periodo_2020_2025
466125544,sem_ordem_de_servico_no_periodo_2020_2025
466125545,sem_ordem_de_servico_no_periodo_2020_2025
466125547,sem_ordem_de_servico_no_periodo_2020_2025
466125548,sem_ordem_de_servico_no_periodo_2020_2025
466125549,sem_ordem_de_servico_no_periodo_2020_2025
466125551,sem_ordem_de_servico_no_periodo_2020_2025
466125552,sem_ordem_de_servico_no_periodo_2020_2025
466125553,sem_ordem_de_servico_no_periodo_2020_2025
466125554,sem_ordem_de_servico_no_periodo_2020_2025
466125555,sem_ordem_de_servico_no_periodo_2020_2025
466125556,sem_ordem_de_servico_no_periodo_2020_2025
466125557,sem_ordem_de_servico_no_periodo_2020_2025
466125558,sem_ordem_de_servico_no_periodo_2020_2025
466125559,sem_ordem_de_servico_no_periodo_2020_2025
466125560,sem_ordem_de_servico_no_periodo_2020_2025
466125561,sem_ordem_de_servico_no_periodo_2020_2025
466125562,sem_ordem_de_servico_no_periodo_2020_2025
466125563,sem_ordem_de_servico_no_periodo_2020_2025
466125564,sem_ordem_de_servico_no_periodo_2020_2025
466125565,sem_ordem_de_servico_no_periodo_2020_2025
466125566,sem_ordem_de_servico_no_periodo_2020_2025
466125568,sem_ordem_de_servico_no_periodo_2020_2025
466125569,sem_ordem_de_servico_no_periodo_2020_2025
466125570,sem_ordem_de_servico_no_periodo_2020_2025
466125571,sem_ordem_de_servico_no_periodo_2020_2025
466125572,sem_ordem_de_servico_no_periodo_2020_2025
466125573,sem_ordem_de_servico_no_periodo_2020_2025
466125574,sem_ordem_de_servico_no_periodo_2020_2025
466125575,sem_ordem_de_servico_no_periodo_2020_2025
466125577,sem_ordem_de_servico_no_periodo_2020_2025
466125578,sem_ordem_de_servico_no_periodo_2020_2025
466125579,sem_ordem_de_servico_no_periodo_2020_2025
466125581,sem_ordem_de_servico_no_periodo_2020_2025
466125582,sem_ordem_de_servico_no_periodo_2020_2025
466125584,sem_ordem_de_servico_no_periodo_2020_2025
466125585,sem_ordem_de_servico_no_periodo_2020_2025
466125586,sem_ordem_de_servico_no_periodo_2020_2025
466125587,sem_ordem_de_servico_no_periodo_2020_2025
466125588,sem_ordem_de_servico_no_periodo_2020_2025
466125590,sem_ordem_de_servico_no_periodo_2020_2025
466125591,sem_ordem_de_servico_no_periodo_2020_2025
466125592,sem_ordem_de_servico_no_periodo_2020_2025
466125593,sem_ordem_de_servico_no_periodo_2020_2025
466125594,sem_ordem_de_servico_no_periodo_2020_2025
466125595,sem_ordem_de_servico_no_periodo_2020_2025
466125596,sem_ordem_de_servico_no_periodo_2020_2025
466125597,sem_ordem_de_servico_no_periodo_2020_2025
466125598,sem_ordem_de_servico_no_periodo_2020_2025
466125599,sem_ordem_de_servico_no_periodo_2020_2025
466125600,sem_ordem_de_servico_no_periodo_2020_2025
466125601,sem_ordem_de_servico_no_periodo_2020_2025
466125602,sem_ordem_de_servico_no_periodo_2020_2025
466125603,sem_ordem_de_servico_no_periodo_2020_2025
466125604,sem_ordem_de_servico_no_periodo_2020_2025
